OrderDetailCode,OrderDate,ProductNumber,ProductTypeCode,ProductLineCode,SalesStaffCode,SalesBranchCode,SalesCountryCode,SalesTerritoryCode,VendorContactCode,VendorSiteCode,VendorCode,VendorTypeCode,OrderMethodCode,OrderMethod,Quantity,UnitCost,UnitPrice,UnitSalePrice,Revenue,Sale Cost,Margin
97049,19990731,64,10,3,24,9,7,5,273,276,141,2,2,Telephone,48,20.8,41.61,41.61,1997.28,998.4,998.88
97102,19990731,71,11,3,24,9,7,5,273,276,141,2,2,Telephone,12,63.75,95.62,95.62,1147.44,765,382.44
97154,19990731,79,13,3,24,9,7,5,273,276,141,2,2,Telephone,10,99.34,134.11,134.11,1341.1,993.4,347.7
97186,19990731,84,14,3,24,9,7,5,273,276,141,2,2,Telephone,12,83.37,116.73,116.73,1400.76,1000.44,400.32
97317,19990731,94,16,4,24,9,7,5,273,276,141,2,2,Telephone,110,1.85,4.63,4.63,509.3,203.5,305.8
97344,19990731,97,17,4,24,9,7,5,273,276,141,2,2,Telephone,26,24.04,33.68,33.68,875.68,625.04,250.64
97374,19990731,99,17,4,24,9,7,5,273,276,141,2,2,Telephone,20,1.92,4.82,4.82,96.4,38.4,58
98629,20010727,4,1,1,24,9,7,5,284,287,145,6,3,Mail,70,5,7,7,490,350,140
98674,20010727,8,1,1,24,9,7,5,284,287,145,6,3,Mail,26,75,129,129,3354,1950,1404
98683,20010727,9,1,1,24,9,7,5,284,287,145,6,3,Mail,26,9,11.97,11.97,311.22,234,77.22
98697,20010727,11,2,1,24,9,7,5,284,287,145,6,3,Mail,26,250,350,350,9100,6500,2600
98733,20010727,14,2,1,24,9,7,5,284,287,145,6,3,Mail,28,476,595,595,16660,13328,3332
98759,20010727,16,2,1,24,9,7,5,284,287,145,6,3,Mail,64,1,2,2,128,64,64
98889,20010727,27,4,1,24,9,7,5,284,287,145,6,3,Mail,36,238.88,430,387.05,13933.8,8599.68,5334.12
98941,20010727,31,5,1,24,9,7,5,284,287,145,6,3,Mail,52,7.5,15,15,780,390,390
99013,20010727,38,5,1,24,9,7,5,284,287,145,6,3,Mail,32,20,30,30,960,640,320
99053,20010727,42,6,2,24,9,7,5,284,287,145,6,3,Mail,36,106.66,160,160,5760,3839.76,1920.24
99097,20010727,48,7,2,24,9,7,5,284,287,145,6,3,Mail,16,55,110,110,1760,880,880
99141,20010727,53,8,2,24,9,7,5,284,287,145,6,3,Mail,32,28.55,39.99,39.99,1279.68,913.6,366.08
99149,20010727,54,8,2,24,9,7,5,284,287,145,6,3,Mail,36,35.33,52.99,52.99,1907.64,1271.88,635.76
99164,20010727,55,8,2,24,9,7,5,284,287,145,6,3,Mail,102,4,8,8,816,408,408
99174,20010727,56,8,2,24,9,7,5,284,287,145,6,3,Mail,24,9,18,18,432,216,216
99187,20010727,58,9,2,24,9,7,5,284,287,145,6,3,Mail,16,57.13,79.98,79.98,1279.68,914.08,365.6
99214,20010727,59,9,2,24,9,7,5,284,287,145,6,3,Mail,16,46.15,59.99,59.99,959.84,738.4,221.44
99230,20010727,60,9,2,24,9,7,5,284,287,145,6,3,Mail,18,10,20,20,360,180,180
99375,20010727,73,12,3,24,9,7,5,284,287,145,6,3,Mail,20,8.56,11.98,11.98,239.6,171.2,68.4
99528,20010727,89,15,4,24,9,7,5,284,287,145,6,3,Mail,30,2.5,7,7,210,75,135
99549,20010727,94,16,4,24,9,7,5,284,287,145,6,3,Mail,54,2,5,5,270,108,162
99297,20010717,65,10,3,24,9,7,5,272,275,141,2,2,Telephone,40,39,78,78,3120,1560,1560
99337,20010717,69,11,3,24,9,7,5,272,275,141,2,2,Telephone,8,73.33,109.98,109.98,879.84,586.64,293.2
99364,20010717,71,11,3,24,9,7,5,272,275,141,2,2,Telephone,16,60,90,90,1440,960,480
99530,20010717,89,15,4,24,9,7,5,272,275,141,2,2,Telephone,62,2.5,7,7,434,155,279
99560,20010717,97,17,4,24,9,7,5,272,275,141,2,2,Telephone,26,25,35,35,910,650,260
98714,20010720,12,2,1,24,9,7,5,269,272,141,2,5,Web,36,473.07,615,525.11,18903.96,17030.52,1873.44
98797,20010720,18,3,1,24,9,7,5,269,272,141,2,5,Web,52,86,129,129,6708,4472,2236
98876,20010720,26,4,1,24,9,7,5,269,272,141,2,5,Web,12,213.33,319.98,319.98,3839.76,2559.96,1279.8
98897,20010720,28,4,1,24,9,7,5,269,272,141,2,5,Web,36,24,30,30,1080,864,216
99212,20010720,59,9,2,24,9,7,5,269,272,141,2,5,Web,16,46.15,59.99,59.99,959.84,738.4,221.44
99275,20010720,63,10,3,24,9,7,5,269,272,141,2,5,Web,42,30,45,45,1890,1260,630
99380,20010720,73,12,3,24,9,7,5,269,272,141,2,5,Web,38,8.56,11.98,11.98,455.24,325.28,129.96
99393,20010720,74,12,3,24,9,7,5,269,272,141,2,5,Web,40,11.43,16,16,640,457.2,182.8
99474,20010720,82,14,3,24,9,7,5,269,272,141,2,5,Web,38,20,30,30,1140,760,380
97404,19991024,102,18,5,24,9,7,5,278,281,144,1,5,Web,10,442.16,928.53,928.53,9285.3,4421.6,4863.7
97411,19991024,103,18,5,24,9,7,5,278,281,144,1,5,Web,4,295.97,532.75,532.75,2131,1183.88,947.12
97433,19991024,106,19,5,24,9,7,5,278,281,144,1,5,Web,6,645.26,1161.46,1161.46,6968.76,3871.56,3097.2
97443,19991024,108,19,5,24,9,7,5,278,281,144,1,5,Web,2,506.01,910.82,910.82,1821.64,1012.02,809.62
97453,19991024,109,20,5,24,9,7,5,278,281,144,1,5,Web,22,42.7,76.86,76.86,1690.92,939.4,751.52
97485,19991024,115,21,5,24,9,7,5,278,281,144,1,5,Web,30,5.34,10.71,10.71,321.3,160.2,161.1
97419,19991007,104,18,5,24,9,7,5,280,283,144,1,2,Telephone,6,375.72,789.02,789.02,4734.12,2254.32,2479.8
97477,19991007,114,21,5,24,9,7,5,280,283,144,1,2,Telephone,2,87.72,219.3,219.3,438.6,175.44,263.16
97598,20001005,12,2,1,24,9,7,5,287,290,146,8,1,Fax,40,486.92,633,526.17,21046.8,19476.8,1570
97830,20001005,32,5,1,24,9,7,5,287,290,146,8,1,Fax,104,16.87,25.31,25.31,2632.24,1754.48,877.76
98164,20001005,63,10,3,24,9,7,5,287,290,146,8,1,Fax,42,30.63,45.97,45.97,1930.74,1286.46,644.28
98317,20001005,78,13,3,24,9,7,5,287,290,146,8,1,Fax,38,82.69,103.37,103.37,3928.06,3142.22,785.84
98329,20001005,79,13,3,24,9,7,5,287,290,146,8,1,Fax,18,98.98,133.63,133.63,2405.34,1781.64,623.7
98503,20001005,103,18,5,24,9,7,5,287,290,146,8,1,Fax,4,279.32,502.79,502.79,2011.16,1117.28,893.88
98528,20001005,106,19,5,24,9,7,5,287,290,146,8,1,Fax,4,551.46,992.65,992.65,3970.6,2205.84,1764.76
98565,20001005,110,20,5,24,9,7,5,287,290,146,8,1,Fax,10,60.63,121.29,121.29,1212.9,606.3,606.6
98505,20001024,103,18,5,24,9,7,5,277,280,144,1,2,Telephone,6,279.32,502.79,502.79,3016.74,1675.92,1340.82
98517,20001024,105,19,5,24,9,7,5,277,280,144,1,2,Telephone,10,558.15,1227.96,1227.96,12279.6,5581.5,6698.1
98524,20001024,106,19,5,24,9,7,5,277,280,144,1,2,Telephone,4,551.46,992.65,992.65,3970.6,2205.84,1764.76
98570,20001024,111,20,5,24,9,7,5,277,280,144,1,2,Telephone,12,81.87,180.13,180.13,2161.56,982.44,1179.12
96977,19991223,30,5,1,24,9,7,5,286,289,146,8,7,Sales visit,24,7.38,14.77,14.77,354.48,177.12,177.36
97086,19991223,69,11,3,24,9,7,5,286,289,146,8,7,Sales visit,8,71.25,106.87,106.87,854.96,570,284.96
97208,19991223,86,15,4,24,9,7,5,286,289,146,8,7,Sales visit,82,1.86,5.59,5.59,458.38,152.52,305.86
97267,19991223,91,16,4,24,9,7,5,286,289,146,8,7,Sales visit,20,1.95,4.88,4.88,97.6,39,58.6
97273,19991223,92,16,4,24,9,7,5,286,289,146,8,7,Sales visit,28,1.96,4.92,4.92,137.76,54.88,82.88
97384,19991223,100,17,4,24,9,7,5,286,289,146,8,7,Sales visit,10,2.76,5.53,5.53,55.3,27.6,27.7
97594,20001216,12,2,1,24,9,7,5,271,274,141,2,5,Web,38,486.92,633,633,24054,18502.96,5551.04
97650,20001216,17,3,1,24,9,7,5,271,274,141,2,5,Web,42,60.29,84.41,84.41,3545.22,2532.18,1013.04
97669,20001216,18,3,1,24,9,7,5,271,274,141,2,5,Web,32,89.16,133.75,133.75,4280,2853.12,1426.88
97727,20001216,23,3,1,24,9,7,5,271,274,141,2,5,Web,10,65.25,97.87,97.87,978.7,652.5,326.2
97823,20001216,32,5,1,24,9,7,5,271,274,141,2,5,Web,80,16.87,25.31,25.31,2024.8,1349.6,675.2
98119,20001216,60,9,2,24,9,7,5,271,274,141,2,5,Web,30,9.89,19.78,19.78,593.4,296.7,296.7
98133,20001216,61,9,2,24,9,7,5,271,274,141,2,5,Web,32,19.52,39.04,39.04,1249.28,624.64,624.64
98156,20001216,62,9,2,24,9,7,5,271,274,141,2,5,Web,32,46.52,79.11,79.11,2531.52,1488.64,1042.88
98174,20001216,64,10,3,24,9,7,5,271,274,141,2,5,Web,60,20.1,40.2,40.2,2412,1206,1206
98230,20001216,69,11,3,24,9,7,5,271,274,141,2,5,Web,12,69.69,104.54,104.54,1254.48,836.28,418.2
98287,20001216,74,12,3,24,9,7,5,271,274,141,2,5,Web,50,11.43,16.02,16.02,801,571.5,229.5
98456,20001216,95,16,4,24,9,7,5,271,274,141,2,5,Web,104,2.94,5.88,5.88,611.52,305.76,305.76
98077,20001127,58,9,2,24,9,7,5,270,273,141,2,2,Telephone,24,56.88,79.65,79.65,1911.6,1365.12,546.48
98092,20001127,59,9,2,24,9,7,5,270,273,141,2,2,Telephone,14,45.58,59.25,59.25,829.5,638.12,191.38
98117,20001127,60,9,2,24,9,7,5,270,273,141,2,2,Telephone,34,9.89,19.78,19.78,672.52,336.26,336.26
98154,20001127,62,9,2,24,9,7,5,270,273,141,2,2,Telephone,14,46.52,79.11,79.11,1107.54,651.28,456.26
98170,20001127,63,10,3,24,9,7,5,270,273,141,2,2,Telephone,42,30.63,45.97,45.97,1930.74,1286.46,644.28
98184,20001127,64,10,3,24,9,7,5,270,273,141,2,2,Telephone,86,20.1,40.2,40.2,3457.2,1728.6,1728.6
98276,20001127,74,12,3,24,9,7,5,270,273,141,2,2,Telephone,76,11.43,16.02,16.02,1217.52,868.68,348.84
98330,20001127,79,13,3,24,9,7,5,270,273,141,2,2,Telephone,18,98.98,133.63,133.63,2405.34,1781.64,623.7
98460,20001127,96,17,4,24,9,7,5,270,273,141,2,2,Telephone,16,16.37,22.92,22.92,366.72,261.92,104.8
98696,20011129,11,2,1,24,9,7,5,287,290,146,8,7,Sales visit,24,250,350,350,8400,6000,2400
98707,20011129,12,2,1,24,9,7,5,287,290,146,8,7,Sales visit,42,473.07,615,541.6,22747.2,19868.94,2878.26
98720,20011129,13,2,1,24,9,7,5,287,290,146,8,7,Sales visit,34,392.57,529.98,529.98,18019.32,13347.38,4671.94
98789,20011129,18,3,1,24,9,7,5,287,290,146,8,7,Sales visit,58,86,129,129,7482,4988,2494
98861,20011129,24,4,1,24,9,7,5,287,290,146,8,7,Sales visit,26,62.5,75,75,1950,1625,325
99541,20011129,93,16,4,24,9,7,5,287,290,146,8,7,Sales visit,26,2,5,5,130,52,78
99579,20011129,101,18,5,24,9,7,5,287,290,146,8,7,Sales visit,10,305.54,550,550,5500,3055.4,2444.6
99640,20011129,110,20,5,24,9,7,5,287,290,146,8,7,Sales visit,12,60,120,120,1440,720,720
98762,20011222,17,3,1,24,9,7,5,273,276,141,2,2,Telephone,56,60,84,84,4704,3360,1344
98782,20011222,18,3,1,24,9,7,5,273,276,141,2,2,Telephone,42,86,129,129,5418,3612,1806
98972,20011222,33,5,1,24,9,7,5,273,276,141,2,2,Telephone,92,18,27,27,2484,1656,828
99272,20011222,63,10,3,24,9,7,5,273,276,141,2,2,Telephone,50,30,45,45,2250,1500,750
99292,20011222,64,10,3,24,9,7,5,273,276,141,2,2,Telephone,116,20,40,40,4640,2320,2320
99390,20011222,74,12,3,24,9,7,5,273,276,141,2,2,Telephone,88,11.43,16,16,1408,1005.84,402.16
99435,20011222,78,13,3,24,9,7,5,273,276,141,2,2,Telephone,40,79.19,99,99,3960,3167.6,792.4
99270,20011217,62,9,2,24,9,7,5,270,273,141,2,7,Sales visit,32,47.06,80,80,2560,1505.92,1054.08
99300,20011217,65,10,3,24,9,7,5,270,273,141,2,7,Sales visit,60,39,78,78,4680,2340,2340
99313,20011217,66,10,3,24,9,7,5,270,273,141,2,7,Sales visit,24,45,90,90,2160,1080,1080
99387,20011217,74,12,3,24,9,7,5,270,273,141,2,7,Sales visit,76,11.43,16,16,1216,868.68,347.32
99441,20011217,78,13,3,24,9,7,5,270,273,141,2,7,Sales visit,50,79.19,99,99,4950,3959.5,990.5
99452,20011217,79,13,3,24,9,7,5,270,273,141,2,7,Sales visit,26,92.58,124.98,124.98,3249.48,2407.08,842.4
96815,19990318,1,1,1,26,9,7,5,283,286,145,6,7,Sales visit,52,4.38,6.59,6.59,342.68,227.76,114.92
96826,19990318,3,1,1,26,9,7,5,283,286,145,6,7,Sales visit,46,17.25,23.8,23.8,1094.8,793.5,301.3
96856,19990318,8,1,1,26,9,7,5,283,286,145,6,7,Sales visit,22,88.23,151.77,151.77,3338.94,1941.06,1397.88
96867,19990318,10,1,1,26,9,7,5,283,286,145,6,7,Sales visit,32,11.35,19.29,19.29,617.28,363.2,254.08
96901,19990318,17,3,1,26,9,7,5,283,286,145,6,7,Sales visit,22,64.36,90.09,90.09,1981.98,1415.92,566.06
96987,19990318,31,5,1,26,9,7,5,283,286,145,6,7,Sales visit,44,8.14,16.29,16.29,716.76,358.16,358.6
97005,19990318,34,5,1,26,9,7,5,283,286,145,6,7,Sales visit,60,32.02,51.24,51.24,3074.4,1921.2,1153.2
97111,19990318,73,12,3,26,9,7,5,283,286,145,6,7,Sales visit,26,9.13,12.78,12.78,332.28,237.38,94.9
97177,19990318,83,14,3,26,9,7,5,283,286,145,6,7,Sales visit,30,60.27,96.44,96.44,2893.2,1808.1,1085.1
97234,19990318,88,15,4,26,9,7,5,283,286,145,6,7,Sales visit,140,1.88,6.63,6.63,928.2,263.2,665
97282,19990318,92,16,4,26,9,7,5,283,286,145,6,7,Sales visit,26,1.96,4.92,4.92,127.92,50.96,76.96
96818,19990630,2,1,1,26,9,7,5,283,286,145,6,2,Telephone,38,9.64,12.53,12.53,476.14,366.32,109.82
96825,19990630,3,1,1,26,9,7,5,283,286,145,6,2,Telephone,38,17.25,23.8,23.8,904.4,655.5,248.9
96850,19990630,7,1,1,26,9,7,5,283,286,145,6,2,Telephone,18,48.38,66.77,66.77,1201.86,870.84,331.02
96944,19990630,23,3,1,26,9,7,5,283,286,145,6,2,Telephone,4,69.66,104.48,104.48,417.92,278.64,139.28
96961,19990630,27,4,1,26,9,7,5,283,286,145,6,2,Telephone,10,255.85,460.52,460.52,4605.2,2558.5,2046.7
97066,19990630,66,10,3,26,9,7,5,283,286,145,6,2,Telephone,26,49,98.01,98.01,2548.26,1274,1274.26
97167,19990630,81,13,3,26,9,7,5,283,286,145,6,2,Telephone,18,42.77,85.56,85.56,1540.08,769.86,770.22
97187,19990630,85,14,3,26,9,7,5,283,286,145,6,2,Telephone,16,211.52,359.6,359.6,5753.6,3384.32,2369.28
97235,19990630,88,15,4,26,9,7,5,283,286,145,6,2,Telephone,122,1.88,6.63,6.63,808.86,229.36,579.5
97318,19990630,94,16,4,26,9,7,5,283,286,145,6,2,Telephone,138,1.85,4.63,4.63,638.94,255.3,383.64
97323,19990630,95,16,4,26,9,7,5,283,286,145,6,2,Telephone,24,2.76,5.55,5.55,133.2,66.24,66.96
97340,19990630,96,17,4,26,9,7,5,283,286,145,6,2,Telephone,20,16.1,22.54,22.54,450.8,322,128.8
97349,19990630,97,17,4,26,9,7,5,283,286,145,6,2,Telephone,12,24.04,33.68,33.68,404.16,288.48,115.68
97390,19990630,100,17,4,26,9,7,5,283,286,145,6,2,Telephone,122,2.76,5.53,5.53,674.66,336.72,337.94
96812,19990420,1,1,1,26,9,7,5,281,284,145,6,5,Web,60,4.38,6.59,6.59,395.4,262.8,132.6
96895,19990420,15,2,1,26,9,7,5,281,284,145,6,5,Web,16,554.59,831.88,831.88,13310.08,8873.44,4436.64
96919,19990420,19,3,1,26,9,7,5,281,284,145,6,5,Web,22,165.72,265.14,265.14,5833.08,3645.84,2187.24
96937,19990420,22,3,1,26,9,7,5,281,284,145,6,5,Web,8,11.77,17.65,17.65,141.2,94.16,47.04
96976,19990420,29,4,1,26,9,7,5,281,284,145,6,5,Web,16,43.22,73.5,73.5,1176,691.52,484.48
97009,19990420,34,5,1,26,9,7,5,281,284,145,6,5,Web,52,32.02,51.24,51.24,2664.48,1665.04,999.44
97014,19990420,35,5,1,26,9,7,5,281,284,145,6,5,Web,54,19.67,26.54,26.54,1433.16,1062.18,370.98
97105,19990420,72,11,3,26,9,7,5,281,284,145,6,5,Web,20,74.15,148.3,148.3,2966,1483,1483
97195,19990420,86,15,4,26,9,7,5,281,284,145,6,5,Web,84,1.86,5.59,5.59,469.56,156.24,313.32
97258,19990420,90,15,4,26,9,7,5,281,284,145,6,5,Web,402,2.42,6.78,6.78,2725.56,972.84,1752.72
96819,19990517,2,1,1,26,9,7,5,281,284,145,6,7,Sales visit,48,9.64,12.53,12.53,601.44,462.72,138.72
96827,19990517,3,1,1,26,9,7,5,281,284,145,6,7,Sales visit,32,17.25,23.8,23.8,761.6,552,209.6
96838,19990517,5,1,1,26,9,7,5,281,284,145,6,7,Sales visit,18,38.4,54.93,54.93,988.74,691.2,297.54
96851,19990517,7,1,1,26,9,7,5,281,284,145,6,7,Sales visit,18,48.38,66.77,66.77,1201.86,870.84,331.02
97003,19990517,33,5,1,26,9,7,5,281,284,145,6,7,Sales visit,68,19.62,29.44,29.44,2001.92,1334.16,667.76
97070,19990517,67,10,3,26,9,7,5,281,284,145,6,7,Sales visit,28,140.17,294.38,294.38,8242.64,3924.76,4317.88
97136,19990517,76,12,3,26,9,7,5,281,284,145,6,7,Sales visit,44,23.84,40.52,40.52,1782.88,1048.96,733.92
97251,19990517,89,15,4,26,9,7,5,281,284,145,6,7,Sales visit,104,2.33,6.55,6.55,681.2,242.32,438.88
97292,19990517,93,16,4,26,9,7,5,281,284,145,6,7,Sales visit,194,1.79,4.5,4.5,873,347.26,525.74
97309,19990517,94,16,4,26,9,7,5,281,284,145,6,7,Sales visit,134,1.85,4.63,4.63,620.42,247.9,372.52
97337,19990517,96,17,4,26,9,7,5,281,284,145,6,7,Sales visit,20,16.1,22.54,22.54,450.8,322,128.8
97342,19990517,97,17,4,26,9,7,5,281,284,145,6,7,Sales visit,16,24.04,33.68,33.68,538.88,384.64,154.24
97376,19990517,99,17,4,26,9,7,5,281,284,145,6,7,Sales visit,42,1.92,4.82,4.82,202.44,80.64,121.8
96810,19990427,1,1,1,26,9,7,5,282,285,145,6,5,Web,80,4.38,6.59,6.59,527.2,350.4,176.8
96821,19990427,2,1,1,26,9,7,5,282,285,145,6,5,Web,48,9.64,12.53,12.53,601.44,462.72,138.72
96844,19990427,6,1,1,26,9,7,5,282,285,145,6,5,Web,8,92,129.72,129.72,1037.76,736,301.76
96868,19990427,10,1,1,26,9,7,5,282,285,145,6,5,Web,24,11.35,19.29,19.29,462.96,272.4,190.56
96930,19990427,20,3,1,26,9,7,5,282,285,145,6,5,Web,24,90.91,127.27,127.27,3054.48,2181.84,872.64
96962,19990427,27,4,1,26,9,7,5,282,285,145,6,5,Web,14,255.85,460.52,460.52,6447.28,3581.9,2865.38
96978,19990427,30,5,1,26,9,7,5,282,285,145,6,5,Web,18,7.38,14.77,14.77,265.86,132.84,133.02
97031,19990427,39,5,1,26,9,7,5,282,285,145,6,5,Web,44,42.33,67.73,67.73,2980.12,1862.52,1117.6
97128,19990427,75,12,3,26,9,7,5,282,285,145,6,5,Web,40,86.73,119.69,119.69,4787.6,3469.2,1318.4
97142,19990427,77,12,3,26,9,7,5,282,285,145,6,5,Web,54,46.13,92.29,92.29,4983.66,2491.02,2492.64
97231,19990427,88,15,4,26,9,7,5,282,285,145,6,5,Web,108,1.88,6.63,6.63,716.04,203.04,513
97266,19990427,91,16,4,26,9,7,5,282,285,145,6,5,Web,26,1.95,4.88,4.88,126.88,50.7,76.18
97294,19990427,93,16,4,26,9,7,5,282,285,145,6,5,Web,98,1.79,4.5,4.5,441,175.42,265.58
97332,19990427,96,17,4,26,9,7,5,282,285,145,6,5,Web,24,16.1,22.54,22.54,540.96,386.4,154.56
97362,19990427,98,17,4,26,9,7,5,282,285,145,6,5,Web,50,2.83,5.69,5.69,284.5,141.5,143
97377,19990427,99,17,4,26,9,7,5,282,285,145,6,5,Web,106,1.92,4.82,4.82,510.92,203.52,307.4
96841,19990512,5,1,1,26,9,7,5,282,285,145,6,2,Telephone,20,38.4,54.93,54.93,1098.6,768,330.6
96848,19990512,7,1,1,26,9,7,5,282,285,145,6,2,Telephone,18,48.38,66.77,66.77,1201.86,870.84,331.02
96870,19990512,10,1,1,26,9,7,5,282,285,145,6,2,Telephone,20,11.35,19.29,19.29,385.8,227,158.8
96890,19990512,14,2,1,26,9,7,5,282,285,145,6,2,Telephone,40,541.63,677.03,588.58,23543.2,21665.2,1878
96900,19990512,16,2,1,26,9,7,5,282,285,145,6,2,Telephone,80,1.02,2.06,2.06,164.8,81.6,83.2
96906,19990512,17,3,1,26,9,7,5,282,285,145,6,2,Telephone,34,64.36,90.09,90.09,3063.06,2188.24,874.82
96911,19990512,18,3,1,26,9,7,5,282,285,145,6,2,Telephone,30,97.87,146.83,146.83,4404.9,2936.1,1468.8
96926,19990512,19,3,1,26,9,7,5,282,285,145,6,2,Telephone,24,165.72,265.14,265.14,6363.36,3977.28,2386.08
96927,19990512,20,3,1,26,9,7,5,282,285,145,6,2,Telephone,20,90.91,127.27,127.27,2545.4,1818.2,727.2
96940,19990512,22,3,1,26,9,7,5,282,285,145,6,2,Telephone,8,11.77,17.65,17.65,141.2,94.16,47.04
96959,19990512,27,4,1,26,9,7,5,282,285,145,6,2,Telephone,12,255.85,460.52,460.52,5526.24,3070.2,2456.04
96975,19990512,29,4,1,26,9,7,5,282,285,145,6,2,Telephone,16,43.22,73.5,73.5,1176,691.52,484.48
96996,19990512,32,5,1,26,9,7,5,282,285,145,6,2,Telephone,32,18.25,27.37,27.37,875.84,584,291.84
97011,19990512,35,5,1,26,9,7,5,282,285,145,6,2,Telephone,68,19.67,26.54,26.54,1804.72,1337.56,467.16
97071,19990512,67,10,3,26,9,7,5,282,285,145,6,2,Telephone,32,140.17,294.38,294.38,9420.16,4485.44,4934.72
97115,19990512,73,12,3,26,9,7,5,282,285,145,6,2,Telephone,24,9.13,12.78,12.78,306.72,219.12,87.6
97162,19990512,80,13,3,26,9,7,5,282,285,145,6,2,Telephone,20,107.45,182.67,182.67,3653.4,2149,1504.4
97193,19990512,85,14,3,26,9,7,5,282,285,145,6,2,Telephone,10,211.52,359.6,359.6,3596,2115.2,1480.8
97285,19990512,93,16,4,26,9,7,5,282,285,145,6,2,Telephone,84,1.79,4.5,4.5,378,150.36,227.64
96875,19990428,11,2,1,26,9,7,5,287,290,146,8,1,Fax,12,264.38,370.13,370.13,4441.56,3172.56,1269
96992,19990428,32,5,1,26,9,7,5,287,290,146,8,1,Fax,52,18.25,27.37,27.37,1423.24,949,474.24
97095,19990428,70,11,3,26,9,7,5,287,290,146,8,1,Fax,18,81.8,122.7,122.7,2208.6,1472.4,736.2
97241,19990428,89,15,4,26,9,7,5,287,290,146,8,1,Fax,112,2.33,6.55,6.55,733.6,260.96,472.64
97278,19990428,92,16,4,26,9,7,5,287,290,146,8,1,Fax,28,1.96,4.92,4.92,137.76,54.88,82.88
97303,19990428,94,16,4,26,9,7,5,287,290,146,8,1,Fax,120,1.85,4.63,4.63,555.6,222,333.6
97327,19990428,95,16,4,26,9,7,5,287,290,146,8,1,Fax,94,2.76,5.55,5.55,521.7,259.44,262.26
97396,19990428,101,18,5,26,9,7,5,287,290,146,8,1,Fax,10,350.14,630.25,630.25,6302.5,3501.4,2801.1
96873,19990514,11,2,1,26,9,7,5,287,290,146,8,2,Telephone,10,264.38,370.13,370.13,3701.3,2643.8,1057.5
97047,19990514,63,10,3,26,9,7,5,287,290,146,8,2,Telephone,38,32.59,48.88,48.88,1857.44,1238.42,619.02
97098,19990514,71,11,3,26,9,7,5,287,290,146,8,2,Telephone,16,63.75,95.62,95.62,1529.92,1020,509.92
97216,19990514,87,15,4,26,9,7,5,287,290,146,8,2,Telephone,86,1.83,5.5,5.5,473,157.38,315.62
97225,19990514,88,15,4,26,9,7,5,287,290,146,8,2,Telephone,106,1.88,6.63,6.63,702.78,199.28,503.5
97270,19990514,91,16,4,26,9,7,5,287,290,146,8,2,Telephone,70,1.95,4.88,4.88,341.6,136.5,205.1
97322,19990514,95,16,4,26,9,7,5,287,290,146,8,2,Telephone,110,2.76,5.55,5.55,610.5,303.6,306.9
97399,19990514,101,18,5,26,9,7,5,287,290,146,8,2,Telephone,6,350.14,630.25,630.25,3781.5,2100.84,1680.66
97458,19990514,110,20,5,26,9,7,5,287,290,146,8,2,Telephone,16,63.36,126.73,126.73,2027.68,1013.76,1013.92
96889,19990324,14,2,1,26,9,7,5,288,291,146,8,2,Telephone,26,541.63,677.03,577.69,15019.94,14082.38,937.56
96947,19990324,24,4,1,26,9,7,5,288,291,146,8,2,Telephone,38,64.05,76.86,76.86,2920.68,2433.9,486.78
97150,19990324,78,13,3,26,9,7,5,288,291,146,8,2,Telephone,30,84.23,105.29,105.29,3158.7,2526.9,631.8
97199,19990324,86,15,4,26,9,7,5,288,291,146,8,2,Telephone,94,1.86,5.59,5.59,525.46,174.84,350.62
97237,19990324,88,15,4,26,9,7,5,288,291,146,8,2,Telephone,96,1.88,6.63,6.63,636.48,180.48,456
97271,19990324,91,16,4,26,9,7,5,288,291,146,8,2,Telephone,84,1.95,4.88,4.88,409.92,163.8,246.12
97275,19990324,92,16,4,26,9,7,5,288,291,146,8,2,Telephone,28,1.96,4.92,4.92,137.76,54.88,82.88
96995,19990526,32,5,1,26,9,7,5,288,291,146,8,2,Telephone,48,18.25,27.37,27.37,1313.76,876,437.76
97092,19990526,70,11,3,26,9,7,5,288,291,146,8,2,Telephone,18,81.8,122.7,122.7,2208.6,1472.4,736.2
97101,19990526,71,11,3,26,9,7,5,288,291,146,8,2,Telephone,14,63.75,95.62,95.62,1338.68,892.5,446.18
97212,19990526,87,15,4,26,9,7,5,288,291,146,8,2,Telephone,96,1.83,5.5,5.5,528,175.68,352.32
97261,19990526,91,16,4,26,9,7,5,288,291,146,8,2,Telephone,72,1.95,4.88,4.88,351.36,140.4,210.96
97314,19990526,94,16,4,26,9,7,5,288,291,146,8,2,Telephone,24,1.85,4.63,4.63,111.12,44.4,66.72
97446,19990526,108,19,5,26,9,7,5,288,291,146,8,2,Telephone,4,506.01,910.82,910.82,3643.28,2024.04,1619.24
97449,19990526,109,20,5,26,9,7,5,288,291,146,8,2,Telephone,22,42.7,76.86,76.86,1690.92,939.4,751.52
97460,19990526,110,20,5,26,9,7,5,288,291,146,8,2,Telephone,30,63.36,126.73,126.73,3801.9,1900.8,1901.1
96917,19990407,18,3,1,26,9,7,5,276,279,143,5,7,Sales visit,36,97.87,146.83,146.83,5285.88,3523.32,1762.56
96858,19990605,9,1,1,26,9,7,5,276,279,143,5,2,Telephone,12,9.93,13.22,13.22,158.64,119.16,39.48
